1	58
100	87
1000	98
10000	42
10001	69
10002	22
10003	94
10004	76
10005	89
10006	63
10007	55
10008	94
10009	45
1001	87
10010	73
10011	57
10012	97
10013	99
10014	95
10015	94
10016	89
10017	96
10018	47
10019	90
1002	75
10020	94
10021	90
10022	89
10023	69
10024	51
10025	93
10026	97
10028	25
10029	96
1003	94
10030	80
10031	83
10032	100
10033	57
10034	96
10035	99
10036	65
10037	71
10038	97
10039	82
1004	88
10040	87
10041	44
10042	97
10043	41
10044	74
10045	47
10046	49
10048	67
10049	97
1005	78
10050	62
10051	62
10052	19
10053	61
10054	96
10055	99
10056	88
10057	88
10058	69
10059	75
1006	89
10060	100
10061	89
10062	60
10063	88
10064	99
10065	51
10066	90
10067	72
10068	88
10069	96
1007	64
10070	84
10071	49
10072	98
10073	93
10074	88
10075	81
10076	65
10077	66
10078	94
10079	74
1008	61
10080	99
10081	75
10082	32
10083	58
10084	84
10086	89
10087	96
10088	94
10089	29
1009	91
10090	31
10091	81
10092	92
10093	83
10094	47
10095	74
10096	47
10097	92
10098	90
10099	58
101	98
1010	63
10100	82
10101	78
10102	93
10103	80
10104	100
10105	91
10106	69
10107	49
10108	77
10109	70
1011	87
10110	100
10111	54
10112	94
10113	61
10114	59
10115	98
10116	59
10117	36
10118	81
10119	34
1012	88
10120	45
10121	92
10122	100
10123	97
10124	89
10125	60
10126	72
10127	95
10128	65
10129	24
1013	41
10130	73
10131	17
10132	88
10133	23
10134	7
10135	95
10136	91
10137	84
10138	37
10139	64
1014	99
10140	93
10141	85
10143	66
10144	66
10145	99
10146	100
10147	73
10148	68
10149	93
1015	93
10150	94
10151	94
10152	51
10153	50
10154	25
10155	74
10156	49
10157	100
10158	92
1016	6
10160	68
10161	89
10162	88
10163	74
10164	91
10165	94
10166	67
10167	35
10168	54
10169	79
10171	93
10172	27
10173	93
10174	58
10175	89
10176	76
10177	82
10178	28
10179	75
1018	29
10180	71
10181	84
10182	98
10183	100
10184	54
10185	89
10186	68
10187	92
10188	68
10189	80
1019	95
10190	96
10191	53
10192	92
10193	91
10194	4
10195	99
10196	89
10197	93
10198	68
10199	63
102	39
1020	82
10200	92
10201	93
10202	64
10203	51
10204	69
10205	95
10206	55
10207	67
10208	100
10209	67
1021	67
10210	56
10211	79
10212	83
10213	92
10214	99
10215	88
10216	88
10217	49
10218	84
10219	93
10221	14
10222	50
10223	95
10224	80
10225	98
10226	91
10227	66
10228	85
10229	25
1023	85
10230	75
10231	100
10232	84
10233	1
10234	97
10235	72
10236	86
10237	57
10238	90
10239	91
1024	93
10240	73
10241	94
10242	28
10243	78
10244	100
10245	63
10246	99
10247	96
10248	82
10249	65
1025	100
10250	77
10251	75
10252	74
10253	52
10254	86
10255	61
10256	83
10257	62
10258	82
10259	59
1026	88
10260	82
10261	98
10262	93
10263	78
10264	82
10265	87
10266	98
10267	92
10268	16
10269	13
1027	100
10270	46
10271	74
10272	61
10273	99
10274	65
10275	98
10276	73
10277	98
10278	94
10279	90
1028	89
10280	87
10282	68
10283	76
10285	77
10286	32
10287	71
10288	67
10289	89
1029	97
10290	81
10291	66
10292	97
10293	87
10294	69
10295	65
10296	9
10297	93
10298	87
10299	95
103	87
1030	65
10300	20
10301	74
10302	39
10303	67
10304	93
10305	75
10306	64
10308	94
10309	88
1031	18
10310	96
10311	99
10312	93
10313	87
10314	92
10315	79
10316	70
10317	54
10318	86
10319	33
1032	65
10320	50
10321	77
10322	19
10323	88
10324	90
10325	58
10326	93
10327	94
10328	77
10329	79
1033	95
10330	93
10332	87
10333	87
10334	95
10335	87
10336	79
10338	94
10339	98
1034	72
10340	58
10341	90
10342	97
10343	81
10344	39
10345	90
10346	92
10347	67
10348	66
10349	91
1035	96
10350	97
10351	35
10352	74
10353	72
10354	82
10355	86
10356	79
10358	80
10359	73
1036	83
10360	60
10361	73
10362	98
10363	100
10364	96
10365	41
10366	95
10367	86
10368	92
10369	72
1037	74
10370	84
10371	99
10372	98
10373	82
10374	80
10375	24
10376	65
10377	81
10379	60
1038	98
10380	72
10381	92
10382	15
10383	80
10384	98
10385	87
10386	26
10387	90
10388	89
10389	81
1039	28
10391	45
10392	84
10394	92
10395	53
10396	86
10397	39
10398	78
10399	35
104	60
1040	84
10400	99
10401	98
10402	20
10403	95
10404	100
10405	82
10406	76
10407	97
10408	82
10409	98
1041	88
10411	35
10412	54
10413	18
10414	65
10415	94
10416	45
10417	87
10419	96
1042	74
10420	61
10421	30
10422	65
10423	87
10424	89
10425	67
10426	51
10427	60
10428	92
10429	83
1043	85
10430	84
10431	73
10432	62
10433	29
10434	20
10435	87
10436	87
10437	86
10439	98
1044	97
10441	60
10442	87
10443	45
10444	89
10445	92
10446	33
10447	78
10448	96
10449	100
1045	27
10450	97
10451	89
10452	94
10453	97
10454	87
10455	74
10456	38
10457	93
10458	94
10459	65
1046	91
10460	93
10461	84
10462	91
10463	98
10464	54
10465	50
10466	88
10467	65
10468	55
10469	76
1047	82
10470	96
10471	89
10472	77
10473	98
10474	88
10475	73
10476	95
10477	56
10478	45
10479	97
1048	74
10480	99
10481	17
10482	86
10483	74
10484	76
10485	91
10486	11
10487	89
10488	100
10489	86
1049	14
10490	69
10491	97
10492	50
10493	83
10494	57
10495	100
10496	97
10497	79
10498	99
10499	10
105	79
1050	99
10500	100
10501	97
10502	76
10503	48
10504	72
10505	79
10506	94
10507	6
10508	97
10509	92
1051	99
10510	57
10511	96
10512	97
10513	66
10514	74
10516	86
10517	20
10518	93
10519	80
1052	90
10520	60
10521	82
10522	49
10523	66
10524	49
10525	91
10526	60
10527	54
10528	86
10529	84
1053	92
10530	77
10531	65
10532	63
10533	66
10534	89
10535	53
10536	89
10537	78
10539	59
1054	92
10540	93
10541	32
10542	92
10544	97
10545	68
10546	80
10547	68
10548	44
10549	95
1055	88
10550	78
10552	98
10553	40
10554	60
10555	69
10556	76
10557	93
10558	60
10559	81
1056	42
10560	33
10561	61
10562	79
10563	97
10564	98
10565	87
10567	99
10568	86
10569	68
1057	57
10570	62
10571	84
10572	62
10573	86
10574	35
10575	89
10576	87
10577	98
10578	39
10579	19
1058	35
10580	57
10581	1
10582	41
10583	15
10584	35
10585	71
10586	74
10587	46
10588	77
10589	51
1059	67
10591	96
10592	96
10593	49
10594	61
10595	41
10596	94
10597	64
10598	78
10599	100
106	91
1060	49
10600	91
10601	88
10602	9
10603	48
10604	47
10605	73
10606	78
10607	55
10608	94
10609	98
1061	73
10610	93
10611	50
10612	99
10613	37
10614	73
10615	91
10616	82
10617	68
10619	86
1062	34
10620	94
10621	43
10622	92
10623	92
10624	91
10625	87
10626	74
10627	22
10628	98
10629	79
1063	86
10630	70
10631	81
10632	75
10633	92
10634	70
10635	80
10636	86
10637	38
10638	53
10639	57
1064	98
10640	70
10641	93
10642	1
10643	22
10644	87
10645	58
10646	89
10647	33
10648	88
10649	97
1065	81
10650	100
10651	48
10652	63
10653	97
10654	97
10655	71
10656	61
10657	42
10658	75
10659	90
1066	92
10660	93
10661	93
10662	35
10664	64
10665	100
10666	97
10667	55
10668	92
10669	60
1067	95
10671	65
10672	95
10673	92
10674	7
10675	64
10676	66
10677	97
10678	77
10679	47
1068	68
10680	87
10681	50
10682	79
10683	63
10684	92
10685	87
10686	99
10687	59
10688	31
10689	65
1069	93
10690	25
10691	45
10692	65
10693	59
10694	67
10695	91
10696	96
10697	88
10698	86
10699	67
107	96
1070	75
10700	81
10701	73
10702	94
10703	25
10704	14
10705	77
10706	95
10707	58
10708	94
10709	72
1071	85
10710	78
10711	60
10712	86
10713	85
10714	14
10715	88
10716	83
10717	82
10718	86
10719	65
1072	90
10720	85
10721	90
10722	100
10723	91
10724	54
10725	98
10727	64
10728	59
10729	31
1073	88
10730	99
10731	79
10732	98
10733	92
10734	67
10736	95
10737	84
10738	90
10739	84
1074	20
10740	52
10741	70
10742	94
10743	76
10744	75
10745	96
10746	98
10747	68
10748	79
10749	72
1075	50
10750	91
10751	59
10752	87
10753	98
10754	94
10755	92
10756	44
10757	86
10759	85
1076	89
10760	47
10761	71
10762	99
10763	47
10764	62
10765	95
10766	10
10767	47
10768	70
10769	91
1077	47
10770	63
10771	80
10772	87
10773	42
10774	88
10776	100
10777	67
10778	99
10779	98
1078	72
10780	58
10781	94
10782	68
10783	26
10784	100
10785	83
10786	82
10787	61
10788	63
10789	70
1079	18
10790	90
10791	88
10792	68
10793	99
10794	97
10795	97
10796	70
10797	52
10798	48
10799	90
108	61
1080	100
10800	42
10801	67
10802	66
10803	78
10804	99
10805	69
10806	67
10807	55
10808	67
10809	79
1081	59
10810	63
10811	73
10812	56
10813	78
10814	99
10815	98
10816	94
10818	99
10819	39
1082	97
10820	92
10821	86
10822	89
10823	8
10824	69
10825	77
10826	44
10827	83
10828	91
10829	98
10830	51
10831	55
10832	99
10833	38
10834	90
10835	64
10836	57
10837	4
10838	40
10839	58
1084	72
10840	93
10841	73
10842	96
10843	69
10844	97
10845	50
10846	60
10847	93
10848	76
10849	50
1085	7
10850	85
10851	74
10853	68
10854	89
10855	88
10856	82
10857	82
10858	45
10859	14
10860	93
10861	99
10863	39
10864	73
10865	85
10866	39
10867	75
10868	16
10869	20
1087	64
10870	100
10871	37
10872	43
10873	32
10874	75
10875	100
10876	44
10877	93
10878	77
10879	100
1088	94
10880	19
10881	89
10882	58
10883	84
10884	89
10885	100
10886	58
10887	85
10888	3
10889	71
1089	98
10890	84
10891	95
10892	47
10893	99
10894	92
10895	55
10896	45
10897	75
10898	92
10899	94
109	77
1090	99
10900	63
10901	75
10902	91
10903	89
10904	59
10905	93
10906	54
10907	71
10908	93
10909	43
1091	79
10910	82
10911	89
10912	91
10913	22
10914	41
10915	52
10916	78
10917	68
10918	92
10919	97
1092	55
10920	100
10921	83
10922	89
10923	60
10924	69
10925	99
10926	13
10927	97
10928	99
10929	87
1093	100
10931	65
10932	67
10933	57
10934	64
10935	94
10936	51
10937	66
10938	98
10939	90
1094	53
10940	33
10941	100
10942	65
10943	83
10944	70
10945	64
10946	100
10947	100
10948	84
10949	70
1095	91
10950	82
10951	49
10952	90
10953	87
10955	74
10956	50
10957	55
10958	76
1096	27
10960	74
10962	70
10963	1
10964	91
10965	80
10966	52
10967	40
10968	96
10969	47
1097	100
10970	93
10971	99
10972	99
10973	98
10974	96
10975	96
10976	39
10977	70
10979	51
1098	98
10980	76
10981	83
10982	90
10983	82
10984	66
10985	98
10986	100
10987	91
10988	90
10989	94
1099	69
10990	73
10991	92
10992	97
10993	63
10994	39
10996	71
10997	83
10998	68
10999	47
11	93
110	95
1100	85
11000	88
11001	85
11002	88
11003	78
11004	68
11005	78
11006	98
11007	42
11008	95
1101	94
11010	40
11011	84
11012	86
11013	25
11014	40
11015	90
11016	97
11017	46
11018	41
11019	78
1102	25
11020	96
11022	96
11023	90
11024	25
11025	98
11026	42
11027	87
11028	20
11029	75
1103	66
11030	100
11031	83
11032	56
11033	91
11034	90
11035	98
11036	98
11037	17
11038	75
11039	34
1104	79
11040	94
11041	79
11042	45
11043	56
11044	100
11045	97
11046	82
11047	100
11048	95
11049	82
1105	92
11050	90
11051	61
11052	87
11053	100
11054	81
11055	78
11056	90
11058	94
11059	98
1106	99
11060	96
11061	56
11062	62
11063	89
11064	36
11066	98
11067	92
11068	78
11069	93
1107	58
11070	98
11071	75
11072	23
11073	89
11074	65
11075	69
11076	91
11077	41
11078	99
11079	99
1108	90
11080	68
11081	54
11082	97
11083	60
11084	47
11085	83
11086	83
11087	40
11088	92
11089	47
1109	59
11090	90
11091	53
11092	64
11093	74
11094	18
11095	99
11096	60
11097	73
11098	93
11099	79
111	44
1110	84
11100	84
11101	4
11102	73
11103	98
11104	45
11105	95
11106	22
11107	66
11108	96
11109	98
1111	85
11110	84
11111	24
11112	99
11113	100
11114	96
11115	41
11116	64
11117	48
11118	98
11119	91
1112	95
11120	93
11121	87
11122	65
11123	88
11124	61
11125	98
11126	79
11127	96
11128	67
11129	85
1113	81
11130	100
11131	89
11132	81
11133	86
11134	97
11135	55
11136	31
11137	94
11138	75
11139	94
1114	87
11140	46
11141	99
11142	98
11143	93
11144	13
11145	97
11146	86
11147	47
11148	72
11149	73
1115	61
11151	91
11152	58
11153	83
11154	95
11155	90
11156	68
11157	98
11158	94
11159	96
1116	98
11160	94
11161	82
11162	89
11164	51
11165	99
11166	52
11167	22
11168	75
11169	48
1117	89
11170	78
11171	72
11172	10
11173	97
11174	73
11175	1
11176	98
11177	81
11178	81
11179	97
1118	98
11180	100
11181	69
11182	71
11183	83
11184	58
11185	63
11186	70
11187	97
11188	80
11189	64
1119	100
11190	87
11191	81
11192	86
11193	46
11194	48
11195	77
11196	98
11197	71
11198	35
11199	69
112	88
1120	63
11200	76
11201	3
11202	93
11203	87
11204	95
11206	91
11207	98
11208	95
11209	87
1121	92
11210	74
11211	19
11212	94
11213	86
11214	97
11215	59
11216	44
11217	43
11218	89
11219	80
1122	76
11220	30
11221	74
11222	69
11223	59
11224	44
11225	95
11226	88
11228	36
11229	84
1123	98
11230	86
11232	74
11233	57
11234	72
11235	63
11236	53
11237	72
11238	99
11239	95
1124	75
11240	85
11242	20
11243	81
11244	90
11245	99
11246	28
11248	74
11249	46
1125	84
11250	77
11251	99
11252	70
11253	100
11254	14
11255	97
11256	69
11257	28
11258	78
11259	55
1126	99
11261	40
11263	60
11264	87
11265	96
11266	95
11267	54
11268	72
11269	52
1127	69
11270	92
11271	69
11272	62
11273	92
11274	63
11275	71
11276	87
11277	94
11278	85
11279	92
1128	95
11280	68
11281	64
11282	81
11283	96
11284	90
11285	99
11286	75
11287	20
11288	97
11289	40
1129	90
11290	88
11291	28
11292	67
11293	61
11294	98
11295	83
11296	38
11297	85
11298	45
11299	87
113	87
1130	61
11300	94
11301	64
11302	53
11303	87
11304	49
11305	49
11306	3
11307	88
11308	98
11309	9
1131	96
11310	97
11312	89
11313	70
11315	77
11316	84
11317	97
11318	62
11319	66
1132	85
11320	91
11321	60
11322	67
11323	40
11324	68
11325	99
11326	56
11327	26
11328	36
11329	95
1133	74
11330	97
11331	44
11332	96
11333	100
11334	79
11335	86
11337	47
11338	77
11339	91
1134	28
11340	84
11341	61
11342	64
11343	59
11344	59
11345	84
11346	68
11347	92
11348	60
11349	64
1135	84
11350	71
11351	82
11352	96
11353	93
11354	66
11355	91
11356	97
11357	100
11358	97
11359	54
1136	68
11360	100
11361	35
11362	85
11363	64
11364	74
11365	27
11366	43
11368	64
11369	83
1137	93
11370	87
11371	98
11372	100
11373	75
11374	100
11375	88
11376	91
11377	82
11378	53
11379	91
1138	94
11380	75
11381	43
11382	67
11383	82
11384	56
11385	99
11386	49
11387	73
11388	50
11389	12
1139	59
11390	70
11391	52
11392	91
11393	2
11394	54
11395	85
11396	83
11397	98
11398	35
11399	59
1140	14
11400	94
11401	37
11402	97
11403	82
11404	95
11405	74
11406	80
11407	91
11408	95
11409	95
1141	76
11410	78
11411	45
11412	31
11413	57
11414	75
11415	97
11416	91
11417	91
11418	78
11419	90
1142	43
11420	84
11421	80
11422	92
11423	74
11424	89
11425	89
11426	94
11427	90
11428	98
11429	80
1143	86
11430	100
11431	89
11432	68
11433	22
11434	98
11435	41
11436	73
11437	99
11438	81
11439	96
1144	55
11440	76
11441	99
11442	45
11443	24
11444	58
11445	98
11446	75
11447	81
11448	35
11449	98
1145	66
11450	82
11451	77
11452	36
11453	76
11454	38
11455	95
11456	88
11457	91
11458	91
11459	96
1146	96
11460	89
11461	91
11462	37
11463	71
11464	55
11465	95
11467	53
11468	30
11469	67
1147	88
11470	63
11471	84
11472	98
11473	100
11474	99
11475	87
11476	70
11477	93
11478	93
11479	97
1148	74
11480	88
11481	85
11482	35
11483	59
11484	13
11485	100
11486	97
11487	89
11488	95
11489	58
1149	93
11490	80
11491	79
11492	100
11493	77
11495	62
11496	10
11498	96
11499	47
115	100
1150	95
11500	59
11501	93
11502	81
11503	86
11504	34
11505	62
11506	82
11507	49
11508	96
1151	98
11510	97
11511	74
11512	100
11513	37
11514	80
11515	85
11516	81
11517	78
11518	99
11519	67
1152	100
11520	98
11521	51
11522	86
11523	91
11524	97
11525	62
11526	86
11527	99
11528	84
11529	61
1153	98
11530	15
11531	75
11532	72
11533	98
11534	80
11535	80
11536	82
11537	90
11538	98
11539	25
1154	72
11540	95
11541	78
11542	59
11543	96
11544	85
11545	88
11546	17
11547	78
11548	64
11549	84
1155	81
11550	78
11551	28
11552	100
11553	99
11554	97
11555	71
11556	10
11557	36
11558	26
11559	37
1156	75
11560	57
11561	86
11562	100
11563	56
11564	95
11565	56
11566	75
11567	94
11568	85
11569	91
1157	80
11570	77
11571	93
11572	66
11573	84
11574	55
11575	76
11576	92
11577	36
11578	43
11579	65
1158	70
11580	94
11581	92
11582	92
11583	45
11584	86
11585	97
11586	86
11587	53
11588	80
11589	94
1159	51
11590	76
11591	91
11592	86
11593	96
11594	84
11595	91
11596	85
11597	95
11598	100
11599	63
116	55
1160	68
11600	76
11601	21
11602	91
11603	77
11604	81
11605	90
11606	85
11607	95
11608	6
11609	83
1161	51
11610	95
11611	82
11612	100
11613	36
11614	61
11615	88
11616	15
11618	72
11619	50
1162	87
11620	37
11621	92
11622	52
11623	93
11624	59
11625	72
11626	87
11627	42
11628	89
1163	67
11630	74
11631	74
11632	23
11634	88
11635	32
11636	84
11637	51
11638	80
11639	84
1164	81
11640	84
11642	96
11643	94
11644	97
11645	97
11646	89
11647	96
11648	95
11649	75
1165	98
11650	49
11651	97
11652	87
11653	68
11654	64
11655	82
11656	21
11657	47
11658	81
11659	87
1166	86
11660	15
11661	89
11662	80
11663	98
11664	58
11665	98
11666	94
11668	48
11669	93
1167	71
11670	66
11671	46
11672	57
11673	92
11674	41
11675	77
11676	16
11677	74
11678	100
11679	73
1168	82
11680	71
11681	96
11682	41
11683	93
11684	61
11685	29
11686	94
11687	96
11688	21
11689	68
1169	68
11690	73
11691	45
11692	99
11693	99
11694	80
11695	99
11696	85
11697	76
11698	98
11699	49
117	100
1170	85
11700	52
11701	56
11702	97
11703	43
11704	74
11705	99
11706	95
11707	67
11708	94
11709	75
1171	94
11710	100
11711	88
11712	88
11713	100
11714	47
11715	54
11716	96
11717	75
11718	82
11719	92
1172	97
11721	93
11722	83
11723	98
11724	88
11725	86
11727	76
11728	71
11729	97
1173	94
11730	92
11731	54
11732	100
11733	74
11734	63
11735	69
11736	95
11737	63
11738	100
11739	88
11740	85
11741	53
11742	27
11743	87
11744	96
11745	95
11746	67
11747	86
11748	59
11749	69
1175	83
11750	81
11751	76
11752	86
11753	91
11754	44
11755	82
11756	53
11757	56
11758	38
11759	97
1176	76
11760	87
11761	100
11762	95
11763	98
11764	97
11765	86
11766	82
11767	95
11768	93
11769	97
1177	55
11770	70
11771	85
11772	100
11773	40
11774	100
11775	89
11776	81
11777	99
11778	94
11779	57
1178	43
11780	25
11781	44
11782	99
11783	97
11784	92
11785	89
11786	77
11787	84
11788	59
11789	73
11790	17
11791	47
11792	87
11793	100
11794	83
11795	43
11796	24
11797	84
11798	81
118	90
1180	47
11800	37
11801	97
11802	45
11803	97
11804	30
11805	96
11806	98
11807	74
11808	100
11809	97
1181	68
11810	78
11811	63
11812	88
11813	94
11814	27
11815	85
11816	96
11817	91
11818	59
11819	62
1182	5
11820	31
11821	96
11822	99
11823	48
11824	99
11825	50
11826	22
11827	100
11828	69
11829	72
1183	53
11830	67
11831	94
11832	74
11833	83
11834	72
11835	75
11836	67
11837	27
11838	94
11839	80
1184	96
11840	92
11841	84
11842	10
11843	37
11844	99
11845	72
11846	77
11847	89
11848	82
11849	86
1185	99
11850	78
11851	84
11852	94
11853	17
11854	63
11855	93
11856	68
11857	86
11858	79
11859	97
1186	66
11860	82
11861	60
11862	94
11863	64
11864	99
11865	79
11866	84
11867	82
11868	67
11869	90
1187	100
11870	73
11871	40
11872	39
11873	94
11874	74
11875	100
11876	85
11877	80
11878	84
11879	52
1188	57
11880	88
11881	85
11882	93
11883	24
11884	85
11885	91
11886	67
11887	54
11888	95
11889	83
1189	93
11890	97
11891	98
11892	85
11893	94
11894	77
11895	98
11896	82
11898	24
11899	100
119	89
1190	90
11900	58
11901	81
11902	29
11903	31
11904	93
11905	97
11906	86
11907	71
11908	27
11909	96
1191	68
11910	92
11911	84
11912	92
11913	75
11914	92
11915	59
11916	94
11917	99
11918	67
11919	76
1192	27
11920	88
11921	78
11922	41
11923	95
11924	94
11925	100
11926	52
11927	85
11928	79
11929	60
1193	93
11931	75
11932	48
11933	92
11934	98
11935	57
11936	86
11937	81
11938	14
11939	53
1194	100
11940	73
11941	73
11942	96
11943	78
11944	79
11945	76
11946	82
11947	39
11948	65
11949	59
1195	61
11950	78
11951	65
11952	20
11953	26
11954	84
11955	87
11956	73
11957	31
11958	81
11959	69
1196	64
11960	91
11961	81
11962	60
11963	97
11964	64
11965	96
11966	67
11967	99
11968	73
11969	86
1197	68
11970	85
11971	46
11972	54
11973	51
11974	91
11975	36
11976	79
11977	67
11978	23
11979	79
1198	75
11980	70
11981	20
11982	82
11983	94
11984	30
11985	83
11986	94
11987	79
11988	43
11989	89
1199	81
11990	50
11991	96
11992	55
11993	72
11994	92
11995	85
11996	83
11997	86
11999	74
12	82
120	84
12000	32
12002	96
12003	61
12004	97
12005	74
12006	86
12007	90
12008	92
12009	99
1201	66
12010	96
12011	60
12012	73
12013	84
12015	66
12016	59
12017	4
12018	57
12019	86
1202	68
12020	59
12021	34
12022	95
12023	96
12024	19
12026	84
12027	42
12028	95
12029	64
1203	85
12030	84
12031	62
12032	82
12033	62
12034	92
12035	92
12036	53
12037	26
12038	41
12039	74
1204	88
12040	94
12041	55
12042	80
12043	75
12044	74
12045	79
12046	52
12047	93
12048	75
12049	90
1205	69
12050	97
12051	80
12052	74
12053	82
12054	100
12055	94
12056	40
12057	98
12058	56
12059	94
1206	96
12060	22
12061	88
12062	63
12063	92
12064	63
12065	97
12066	55
12067	48
12068	41
12069	46
1207	63
12072	89
12073	75
12074	56
12075	62
12076	90
12077	85
12078	59
12079	56
1208	14
12080	96
12081	33
12082	41
12083	48
12084	62
12085	94
12086	96
12087	87
12088	84
12089	98
1209	85
12090	90
12091	74
12092	86
12093	54
12094	82
12095	91
12096	66
12097	47
12098	95
12099	93
121	96
1210	21
12100	76
12101	98
12102	48
12103	96
12104	45
12105	100
12106	90
12107	86
12108	98
12109	80
1211	94
12110	86
12111	38
12112	76
12113	80
12114	82
12115	92
12116	86
12117	89
12118	72
12119	77
1212	53
12120	54
12121	99
12122	76
12123	96
12124	99
12125	5
12126	7
12127	51
12128	73
12129	62
1213	68
12130	98
12131	58
12132	68
12133	99
12134	88
12135	73
12136	65
12137	83
12138	90
12139	31
1214	97
12140	33
12141	77
12142	59
12143	76
12144	59
12145	57
12146	67
12147	86
12148	100
12149	98
1215	91
12150	56
12151	54
12152	82
12153	94
12154	91
12156	93
12157	96
12158	100
12159	82
1216	62
12160	97
12161	94
12162	25
12163	7
12164	71
12165	76
12166	74
12167	86
12168	80
12169	48
1217	20
12170	95
12171	86
12172	89
12173	67
12174	74
12176	96
12177	91
12178	88
12179	82
1218	82
12180	61
12181	62
12182	98
12183	100
12184	59
12185	97
12186	87
12187	50
12188	50
12189	96
1219	91
12190	85
12191	37
12192	70
12193	74
12194	90
12196	50
12197	3
12198	37
12199	85
122	53
1220	91
