141052,30061
141052,14011
141052,183011
141052,251768
141052,155
42188,810
42188,4507
42188,72186
42188,324366
42188,275949
2789,6479
2789,1892
2789,1368
2789,1593
2789,9659
8338,9030
8338,901
8338,16
8338,10424
8338,868
12279,673
12279,672
12279,675
12279,674
12279,671
9973,225886
9973,562
9973,602
9973,333348
9973,49519
174675,78
174675,9323
174675,87101
174675,11633
174675,12140
220289,13475
220289,11954
220289,11777
220289,2787
51620,13475
51620,10995
51620,12620
51620,16411
51620,45453
14069,292431
14069,27066
14069,4723
14069,45612
14069,152584
312526,299687
312526,41302
312526,137113
312526,602
312526,7453
8965,76338
8965,10195
8965,10865
8965,762
8965,44363
201,602
201,152
201,172
201,817
201,199
119431,12279
119431,860
119431,365806
119431,249070
119431,8765
42684,44943
42684,840
42684,44912
42684,25797
42684,207641
4723,27576
4723,25832
4723,281957
4723,245891
4723,59967
228066,159824
228066,76492
228066,49017
228066,13509
228066,1487
174772,602
174772,7191
174772,13475
174772,76726
174772,10664
60747,393
60747,277216
60747,602
60747,857
60747,2062
19901,68718
19901,263472
19901,15762
19901,12685
19901,7341
5549,281957
5549,27576
5549,97020
5549,2048
5549,10900
2135,87101
2135,76341
2135,157336
2135,177572
2135,198184
42194,76341
42194,140300
42194,24
42194,98566
42194,131634
929,72559
929,714
929,502
929,49022
929,260
310135,110415
310135,76341
310135,281957
310135,273481
310135,245891
145135,19995
145135,17654
145135,321258
145135,36647
145135,91314
156717,955
156717,287948
156717,347754
156717,924
156717,11596
10559,76341
10559,281957
10559,101299
10559,59967
10559,2048
14620,41154
14620,14337
14620,227719
14620,4723
14620,2253
17445,30061
17445,378674
17445,14011
17445,217993
17445,155
9067,76341
9067,294254
9067,602
9067,7191
9067,7299
3509,101299
3509,4771
3509,36915
3509,97020
3509,59967
2067,157336
2067,62
2067,286217
2067,95
2067,602
1398,840
1398,44943
1398,42542
1398,544
1398,828
154,172
154,201
154,95
154,152
154,199
14139,263472
14139,572
14139,258480
14139,3511
1433,281957
1433,263472
1433,245891
1433,2017
1433,10575
105077,602
105077,660
105077,72431
105077,124294
105077,19728
9711,296
9711,605
9711,603
9711,87101
9711,218
193687,27576
193687,713
193687,4928
193687,29062
193687,55721
13648,76341
13648,294254
13648,157336
13648,198663
13648,131631
301728,157336
301728,33660
301728,50241
301728,77946
301728,66125
8285,607
8285,956
8285,608
8285,13183
8285,1213
8645,76649
8645,7980
8645,4771
8645,10315
8645,1381
818,817
818,27576
818,602
818,238713
818,277216
11551,19995
11551,137113
11551,602
11551,7191
11551,1865
